Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Industry Groups,Number of Employees,Funding Status,Founders,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Full Description,Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Company Type,Hub Tags,Actively Hiring,Investor Type,Investment Stage,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Number of Portfolio Organizations,School Type,School Program,Number of Enrollments,School Method,Number of Alumni,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,CB Rank (Organization),Similar Companies,Contact Job Departments,Total Products Active,Stage
ASSEMBLR,https://www.crunchbase.com/organization/assemblr-app,"3D Technology, Apps, Augmented Reality, Information Technology, Software, Virtual Reality","Bandung, Jawa Barat, Indonesia","Assemblr is a platform to discover, create, and share Augmented Reality experiences.","73,389","Apps, Hardware, Information Technology, Software",11-50,Seed,"Anita Yustisia, Hasbi Asyadiq, Risnandar Risnandar",2018-02-28,day,,,,,http://www.assemblrworld.com,http://twitter.com/assemblrworld,https://www.facebook.com/pg/assemblrworld/about/,https://www.linkedin.com/company/assemblr-app/,hasbi@assemblrworld.com,+6285720323327,"Assemblr helps users to visualize information better in the form of 3D and Augmented Reality. We believe that the way people accessing information in the future will be through Augmented Reality, so we empower the users to create or access Augmented Reality experiences easily and accessible from any device","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",40135,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,2023-03-09,,,,Non-equity Assistance,550000.0,USD,550000.0,Seed,1245000.0,USD,1245000.0,1245000.0,USD,1245000.0,5.0,"Techstars, Plug and Play, Insignia Ventures Partners, Ficus Capital, Startup Studio Indonesia",4.0,6.0,,,Private,,,,,,,,,,,,,"79,143",19.0,"Engineering, Information Technology, Management, Marketing, Operations, Product",,
LingoTalk,https://www.crunchbase.com/organization/lingotalk,"E-Learning, EdTech, Education, Language Learning","Jakarta, Jakarta Raya, Indonesia",LingoTalk provides a personalized remote language learning platform.,"73,877","Education, Software",11-50,Seed,"Andre Benito, Hardi Wijaya",2020-01-01,year,,,,,https://www.lingotalk.co,https://twitter.com/lingotalkco,https://www.facebook.com/LingoTalk,https://www.linkedin.com/company/lingotalklc,info@lingotalk.co,+6221-2550-2530,"LingoTalk is an education technology solution that personalized language learning. LingoTalk is a personalized remote language learning solution with one-on-one real-time tutoring.  LingoTalk aims to empower students by delivering efficient and all-encompassing language education. It was founded in 2020 and is based in Jakarta, Indonesia.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12190,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,2022-07-04,,,,Seed,,,,Seed,500000.0,USD,500000.0,500000.0,USD,500000.0,6.0,"Iterative Capital Management, Startup Studio Indonesia, Bhavik Bajaj, EduSpaze",1.0,4.0,,,Private,,,,,,,,,,,,,"79,657",17.0,,,
Mangkokku,https://www.crunchbase.com/organization/mangkokku,"Cooking, Food and Beverage, Hotel, Restaurants","Jakarta, Jakarta Raya, Indonesia",Mangkokku is a culinary startup that offers professional chef-level dishes in the form of rice bowls.,"74,063","Food and Beverage, Travel and Tourism",501-1000,,"Arnold Poernomo, Gibran Rakabuming",2019-01-01,year,,,,,https://www.mangkokku.com/,https://twitter.com/Mangkokku_id,https://www.facebook.com/pg/mangkokkuindonesia,https://www.linkedin.com/company/mangkokku-indonesia/about/,mangkokkuindonesia@hotmail.com,+62 821-1109-4230,Mangkokku is a culinary startup that offers professional chef-level dishes in the form of rice bowls.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",11470,,Active,For Profit,,,,,,,,,,,,,,,,2022-09-23,2170000.0,USD,2170000.0,Venture - Series Unknown,2170000.0,USD,2170000.0,Venture - Series Unknown,11170000.0,USD,11170000.0,11170000.0,USD,11170000.0,4.0,"Alpha JWC Ventures, Emtek Group, Endeavor Indonesia, Cakra Ventures, PT karunia pangan indonesia",3.0,5.0,,,Private,,,,,,,,,,,,,"79,849",3.0,,,
Fineksi,https://www.crunchbase.com/organization/finskor,"Artificial Intelligence (AI), SaaS","Jakarta, Jakarta Raya, Indonesia","At Fineksi, we specialize in AI-driven SaaS solutions that enhance credit analysis and decision-making processes, along with fraud detection","74,669","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",1-10,Seed,,2023-01-01,year,,,,,https://www.fineksi.com/,,https://www.facebook.com/fineksi.official,https://www.linkedin.com/company/finskor,support@fineksi.com,+62 851-5907-9011,"Fineksi is a SaaS company offering credit decision services to financial institutions. Using AI technology, Fineksi streamline the credit process to enable accurate and reliable lending decisions. The company's mission is to deliver comprehensive data analysis to minimize risk and maximize profitability for financial partners.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Active,For Profit,,,,,,,,,,,,,,,,2024-04-03,70000.0,SGD,51930.0,Pre-Seed,70000.0,SGD,51930.0,Pre-Seed,70000.0,SGD,51930.0,70000.0,SGD,51930.0,2.0,"Tenity, Startup Studio Indonesia",1.0,2.0,,,Private,,,,,,,,,,,,,"80,483",9.0,,,
Prixa,https://www.crunchbase.com/organization/prixa-ai,Health Care,"Jakarta, Jakarta Raya, Indonesia",Prixa is a platform that manages corporate health benefits.,"74,767",Health Care,51-100,Seed,James Roring,2019-07-11,day,,,,,https://www.prixa.ai,https://twitter.com/prixaai,,https://www.linkedin.com/company/14675653/,halo@prixa.ai,,"Prixa is a pioneer in digital healthcare that allows patients to manage their health more practically. They offer the health services companies need and make them accessible on one platform. Their comprehensive digital healthcare ecosystem, supported by artificial intelligence technology, functions as a digital healthcare provider, including teleconsultation, doctor appointments, pharmacy delivery, lab tests, and content about health. Prixa.ai was founded in 2019 and is based in Jakarta, Indonesia.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",10350,$1M to $10M,Active,For Profit,,,,,,,,,,,,,,,,2021-06-04,3000000.0,USD,3000000.0,Seed,3000000.0,USD,3000000.0,Seed,3000000.0,USD,3000000.0,3000000.0,USD,3000000.0,2.0,"MDI Ventures, Venturra, Trans-Pacific Technology Fund (TPTF), PT Siloam International Hospitals",2.0,4.0,,,Private,,,,,,,,,,,,,"80,583",6.0,,,
Garudafood,https://www.crunchbase.com/organization/garudafood,"Food and Beverage, Hospitality, Snack Food","Gresik, Jawa Timur, Indonesia",GarudaFood is a food and beverage company subordinated to Tudung Group.,"75,079","Food and Beverage, Travel and Tourism",101-250,Private Equity,Darmo Putro,1990-08-31,day,,,,,https://garudafood.com,https://www.twitter.com/garudafood_,https://www.facebook.com/128133043916752,https://www.linkedin.com/company/pt-garudafood-putra-putri-jaya-tbk/about/,,+62 21 7290110,"PT GarudaFood Putra Putri Jaya produces and markets snacks, biscuits, confectionary, fruit-flavored tea, and jelly drinks in Indonesia. ","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",61177,$500M to $1B,Active,For Profit,,,,,,,,,,,,,,,,2018-06-12,150000000.0,USD,150000000.0,Private Equity,150000000.0,USD,150000000.0,Private Equity,150000000.0,USD,150000000.0,150000000.0,USD,150000000.0,1.0,CVC Capital Partners,1.0,1.0,,,Private,,,,,,,,,,,,,"80,909",14.0,,,
KedaiSayur,https://www.crunchbase.com/organization/kedai-sayur,"AgTech, Farmers Market, Food and Beverage, Logistics, Supply Chain Management","Kedoya Selatan, Jakarta Raya, Indonesia","KedaiSayur is an agtech company that connects farmers, ranchers, and wholesalers with consumers to provide fresh farm products.","75,775","Agriculture and Farming, Food and Beverage, Transportation",101-250,Early Stage Venture,"Adrian Hernanto, Ahmad Supriyadi, Muhammad Rizki Novian",2018-01-01,year,,,,,http://www.kedaisayur.com,,https://www.facebook.com/kedaisayurcom,https://www.linkedin.com/company/kedaisayur,info@kedaisayur.com,021-2281 5829,"KedaiSayur is an application that connects farmers, ranchers, and wholesalers with consumers to provide fresh farm products. The company was founded in 2018 and is headquartered in Kedoya Selatan, Jakarta Raya, Indonesia.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12960,,Active,For Profit,,,,,,,,,,,,,,,,2022-07-22,,,,Series A,,,,Series A,5300000.0,USD,5300000.0,8800306.0,USD,8800306.0,4.0,"East Ventures, SMDV, Triputra Group, Kejora-SBI Orbit, Multi Persada",2.0,5.0,,,Private,,,,,,,,,,,,,"81,633",15.0,"Information Technology, Operations",,
Lintasarta,https://www.crunchbase.com/organization/lintasarta,"Information Services, Information Technology, IT Infrastructure","Jakarta, Jakarta Raya, Indonesia",Lintasarta is a information technology information services company located in Jakarta.,"75,836",Information Technology,501-1000,,,1988-01-01,day,,,,,http://www.lintasarta.net/,https://twitter.com/Lintasarta,https://www.facebook.com/lintasarta.official/,https://www.linkedin.com/company/lintasarta/,,,,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,$100M to $500M,Active,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,"81,698",5.0,Sales,20.0,
Paras,https://www.crunchbase.com/organization/paras-ba90,"Blockchain, Cryptocurrency, Marketplace, Non-Fungible Token (NFT)","Jakarta, Jakarta Raya, Indonesia",Paras is a digital marketplace for crypto collectibles and non-fungible tokens (NFTs).,"75,979","Blockchain and Cryptocurrency, Commerce and Shopping, Financial Services, Other, Payments, Software",11-50,Seed,"Afiq Shofy, Rahmat Albariqi",2020-01-01,year,,,,,https://paras.id,https://twitter.com/ParasHQ,https://www.facebook.com/parashq.digital,https://www.linkedin.com/company/paras-digital,,,Paras is an Indonesia-based marketplace for non-fungible tokens (NFTs).,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",13460,,Active,For Profit,,,,,1.0,,,,,1.0,,,,,,2021-11-09,5000000.0,USD,5000000.0,Seed,5000000.0,USD,5000000.0,Seed,5000000.0,USD,5000000.0,5000000.0,USD,5000000.0,2.0,"Dragonfly, Black Dragon Capital, GFS Ventures, Digital Renaissance, ConsenSys Mesh",,6.0,,,Private,,,,,,,,,,,,,"81,852",13.0,Finance,,
Nusantara Aplikasi Apartindo,https://www.crunchbase.com/organization/nusantara-aplikasi-apartindo,"Computer, Consulting, Information Technology, Internet, SaaS","Jakarta, Jakarta Raya, Indonesia",Nusantara Aplikasi Apartindo provides solutions and services for computers and software.,"76,274","Consumer Electronics, Hardware, Information Technology, Internet Services, Professional Services, Software",11-50,,,2018-08-29,day,,,,,http://nusaapartindo.com/,,,,info@nusaapartindo.com,0215223945,"Nusantara Aplikasi Apartindo provides solutions and services for computers and software. It began operation on August 29, 2018, with its headquarters in Jakarta in Indonesia.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12710,,Active,For Profit,,,,,,,,,,,,,,,,2022-05-06,69999968.0,USD,69999968.0,Venture - Series Unknown,69999968.0,USD,69999968.0,Venture - Series Unknown,104169954.0,USD,104169954.0,104169954.0,USD,104169954.0,2.0,,,,,,Private,,,,,,,,,,,,,"82,159",22.0,,,
Avani,https://www.crunchbase.com/organization/avani-eco,"Business Information Systems, Marketing","Jakarta, Jakarta Raya, Indonesia",Avani provides sustainable packaging and hospitality products.,"76,486","Information Technology, Sales and Marketing",101-250,,Kevin Kumala,2014-01-01,day,,,,,http://www.avanieco.com/,https://twitter.com/Avanieco,https://www.facebook.com/realavanieco,https://www.linkedin.com/company/avani-eco,,,"Avani strives to be a bridge in assisting and encouraging communities and businesses to ignite initiatives that can generate long-term environmental impact. Encourage the term they responsible as a core driving value of the three preceding key factors to reduce, reuse, and recycle. They want to help rehabilitate the ecosystem by providing sustainable, eco-friendly alternatives to hazardous products that can be used both at home and in the workplace.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,Less than $1M,Active,For Profit,,,,,,,,,,,,,,,,2022-10-24,2500000.0,AED,680644.0,Venture - Series Unknown,2500000.0,AED,680644.0,Venture - Series Unknown,2500000.0,AED,680644.0,2500000.0,AED,680644.0,2.0,"Mohammed Bin Rashid Innovation Fund (MBRIF), Benson Creativestment",1.0,2.0,,,Private,,,,,,,,,,,,,"82,382",6.0,,,
KBM,https://www.crunchbase.com/organization/kbm,"Content Creators, Digital Entertainment, Education, Mobile Apps, Social Media","Jakarta, Jakarta Raya, Indonesia","Social Media for Author & Reader. KBM help author and reader to connect, share their content creation and greet directly.","76,560","Apps, Education, Internet Services, Media and Entertainment, Mobile, Software",11-50,Seed,"Dewa Eka Prayoga, Isa Alamsyah, Oki Maulana, Risan Awaludin, Tendi Murti",2020-05-01,day,,,,,https://kbm.id/,,,https://www.linkedin.com/company/kbmid/,risan@kbm.id,+628111011274,KBM is a social media platform for authors and readers to express themselves through their works in written form and visual media.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",12870,,Active,For Profit,,,,,,,,,,,,,,,,2023-08-25,,,,Pre-Seed,,,,Pre-Seed,1991650000.0,IDR,132997.0,1991650000.0,IDR,132997.0,2.0,Public Investors,,1.0,,,Private,,,,,,,,,,,,,"82,457",7.0,"Finance, Management, Operations",,
Terratai,https://www.crunchbase.com/organization/terratai,"Business Development, Finance, Natural Resources","Denpasar, Bali, Indonesia",Terratai is a venture builder for nature that focuses on tackling the challenges of the food system that drive ecosystem.,"76,896","Financial Services, Natural Resources, Professional Services, Sustainability",1-10,Seed,,2022-01-01,year,,,,,https://terratai.com,,,https://www.linkedin.com/company/terratai,,+6281337383551,Terratai is a venture builder for nature that focuses on tackling the challenges of the food system that drive ecosystem and biodiversity loss.,"Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Active,,,,Venture Capital,,1.0,1.0,,,,1.0,,,,,,2023-11-22,31000000000.0,IDR,1980104.0,Seed,31000000000.0,IDR,1980104.0,Seed,31000000000.0,IDR,1980104.0,31000000000.0,IDR,1980104.0,1.0,"UBS, Swiss Re Foundation",2.0,2.0,,,Private,,,,,,,,,,,,,"82,812",6.0,Management,,
Magalarva,https://www.crunchbase.com/organization/magalarva,"Alternative Protein, Animal Feed, Biometrics, Biopharma, Biotechnology, Farming, Health Care","Jakarta, Jakarta Raya, Indonesia",Magalarva is a biotechnology company that produces sustainable proteins for animal feed.,"76,988","Agriculture and Farming, Biotechnology, Data and Analytics, Food and Beverage, Health Care, Science and Engineering",11-50,,Rendria Labde,2017-01-01,day,,,,,https://magalarva.com/,,https://www.facebook.com/Magalarva-2182622968483192/,https://www.linkedin.com/company/magalarva/,,,"Magalarva processes organic sidestream cleanly from producers such as food and beverage factories, traditional and modern markets, hotels, and plantations. Their products range from insect protein for animal feed or pet food to insect oil and organic fertilizer. They are also developing other products from black soldier fly derivatives such as chitin. Magalarva's goal is to be Indonesia's finest food waste management company and manufacturer of black soldier fly-based animal feed.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,Less than $1M,Active,For Profit,,,,,,,,,,,,,,,,2024-12-21,,,,Venture - Series Unknown,,,,Venture - Series Unknown,530000.0,USD,530000.0,530000.0,USD,530000.0,5.0,"DBS Foundation, Bali Investment Club, SKALA",2.0,3.0,,,Private,,,,,,,,,,,,,"82,913",11.0,,,
J&T Express,https://www.crunchbase.com/organization/j-t-express,"Courier Service, E-Commerce, Freight Service","Jakarta, Jakarta Raya, Indonesia",J&T Express is a freight service e-commerce company that supports the growth of the e-commerce business.,"77,245","Administrative Services, Commerce and Shopping, Transportation",10001+,,"Jet Lee, Tony Chen",2015-08-01,month,,,,,http://jet.co.id/,https://twitter.com/jntexpressid,,https://www.linkedin.com/company/pt--global-jet-express-j&t-express-/,Johrenk7@gmail.com,,"J&T Express is a freight service e-commerce company that supports the growth of the e-commerce business. The company is generally engaged in logistics and package delivery. J&T uses automated sorting warehouses in Indonesia and Singapore. J&T Express was founded in 2015 and is headquartered in Jakarta, Indonesia.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,$1B to $10B,Active,For Profit,Unicorn,,,,,,,,,,,,,,,2024-05-09,,,,Venture - Series Unknown,,,,Venture - Series Unknown,4700000000.0,USD,4700000000.0,4700000000.0,USD,4700000000.0,5.0,"Temasek Holdings, HSG, Hillhouse Investment, Tencent, Susquehanna International Group",3.0,9.0,1.0,Made Acquisitions,Private,,,,,,,,,,,,,"83,185",8.0,Legal,,
Materee,https://www.crunchbase.com/organization/materee,"Building Material, Construction, E-Commerce","Karang Tengah, Jawa Barat, Indonesia",Materee is an e-commerce platform that enables customers to shop for construction and building materials.,"77,474","Commerce and Shopping, Real Estate",11-50,Seed,"Hansel Hansel, Steven Walentino",2022-01-01,year,,,,,https://materee.id,https://x.com/materee_id,https://www.facebook.com/people/Materee/100082150043601/,https://www.linkedin.com/company/materee-ycs22,info@materee.id,+62 821-1646-3976,"Materee is an Indonesian e-commerce platform that enables customers to shop for construction supplies. Materee aims to change and streamline the building material procurement process in Indonesia. Materee is headquartered in Banten, Jawa Barat and was founded in 2022.","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",15159,,Active,For Profit,,,,,,,,,,,,,,,,2024-01-01,,,,Seed,,,,Seed,500000.0,USD,500000.0,500000.0,USD,500000.0,2.0,"Y Combinator, BRI Ventures",1.0,2.0,,,Private,,,,,,,,,,,,,"83,424",12.0,,,
