Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,LinkedIn,Facebook,Twitter,Company Type,Actively Hiring,Industry Groups,Number of Employees,Top 5 Investors,Number of Funding Rounds,Funding Status
Adilmart,https://www.crunchbase.com/organization/adilmart,,,"Tangerang, Jawa Barat, Indonesia",Adilmart is a cold storage retailer offering frozen foods.,"85,797",https://adilmart.co.id,,,,For Profit,,,,Astrantia,1,
PT Mitra Bisnis Keluarga Ventura,https://www.crunchbase.com/organization/pt-mitra-bisnis-keluarga-ventura,,"Finance, Financial Services, Micro Lending","Banten, Jawa Barat, Indonesia",PT Mitra Bisnis Keluarga Ventura is a microfinance institution that provides working capital to low-income women.,"85,834",https://www.mbk-ventura.com/,https://www.linkedin.com/company/pt-mitra-bisnis-keluarga-ventura,,,For Profit,,"Financial Services, Lending and Investments",51-100,Belgian Investment Company for Developing Countries,2,
CareNow Indonesia,https://www.crunchbase.com/organization/carenow-50bb,,"Finance, Financial Services, FinTech, Health Care, Information Technology","Jakarta, Jakarta Raya, Indonesia",CareNow is a technology company in Indonesia that develops business solutions for medical services.,"86,048",https://www.carenow.id,https://www.linkedin.com/company/carenow-indonesia/,,,For Profit,,"Financial Services, Health Care, Information Technology",11-50,"Antler, Iterative, Startup Studio Indonesia",3,Seed
Bibit.id,https://www.crunchbase.com/organization/bibit-id,,"Financial Services, FinTech, Information Technology, Internet of Things","Jakarta, Jakarta Raya, Indonesia",Bibit.id is a Robo-investing app developed to provide assistance on smart mutual fund investments.,"86,575",https://bibit.id/,https://www.linkedin.com/company/bibit/,https://www.facebook.com/bibitapp,https://twitter.com/bibitid,For Profit,,"Financial Services, Information Technology, Internet Services",501-1000,"500 Global, Peak XV Partners, East Ventures, Tencent, Prosus Ventures",4,M&A
Vidavox,https://www.crunchbase.com/organization/vidavox,,"Content, Digital Media, Generative AI, Personalization","Jakarta, Jakarta Raya, Indonesia",Vidavox is an AI company dedicated to encouraging corporate AI adoption through on-premise GPT-like solution. Smart. Secure. Private.,"86,577",https://vidavox.ai/,https://www.linkedin.com/company/vidavox/,,,For Profit,,"Artificial Intelligence (AI), Commerce and Shopping, Media and Entertainment",1-10,Antler,1,Seed
Greenhope,https://www.crunchbase.com/organization/greenhope,,"Biotechnology, Recycling, Renewable Energy","Kedoya Selatan, Jakarta Raya, Indonesia",Greenhope offers biodegradable resin and eco-friendly finish products.,"86,591",https://greenhope.co,https://www.linkedin.com/company/greenhope-co,https://www.facebook.com/greenhope.co,https://twitter.com/greenhope_co,For Profit,,"Biotechnology, Energy, Science and Engineering, Sustainability",51-100,"Mandiri Capital Indonesia (MCI), Brama One Ventures, Indonesia Impact Fund",2,
Coldspace,https://www.crunchbase.com/organization/coldspace,,"Marketplace, Supply Chain Management, Warehousing","Jakarta, Jakarta Raya, Indonesia",Coldspace is an integrated cold chain company that aims to deliver seamless logistics solutions.,"86,756",https://www.coldspace.id,https://www.linkedin.com/company/coldspace-id,,,For Profit,,"Commerce and Shopping, Transportation",51-100,"Intudo Ventures, Triputra Group, ASSA, MKA & ITS",1,Seed
Easyport,https://www.crunchbase.com/organization/easyport-a922,,"Professional Services, Software","Jakarta Pusat, Jakarta Raya, Indonesia","B2B SaaS, Supply Chain","86,828",https://easyport.co,https://www.linkedin.com/company/easyport,,,For Profit,,"Other, Software",1-10,Antler,1,Seed
MyRobin.id,https://www.crunchbase.com/organization/myrobin-id,,"B2B, Big Data, Customer Service, Employee Benefits, Logistics, Retail Technology, Warehousing","Jakarta, Jakarta Raya, Indonesia",MyRobin is an end-to-end talent hub that provides Indonesian businesses with pre-screened blue-collar workers,"87,323",https://myrobin.id,https://www.linkedin.com/company/myrobinid,,,For Profit,,"Administrative Services, Commerce and Shopping, Data and Analytics, Hardware, Health Care, Other, Professional Services, Software, Transportation",101-250,"Antler, Seedstars, SOSV, Investible, Accion Venture Lab",4,M&A
Bizhare,https://www.crunchbase.com/organization/bizhare,,"Crowdfunding, Financial Services, FinTech","Jakarta, Jakarta Raya, Indonesia",Bizhare is a business investment company that offers equity crowdfunding services.,"87,409",https://www.bizhare.id,https://www.linkedin.com/company/bizhare-id,https://www.facebook.com/bizhare,https://twitter.com/bizhare,For Profit,,Financial Services,51-100,"Kejora Capital, Telkomsel Mitra Inovasi, Gan Kapital, AngelCentral, Tinc",2,Seed
PT Bank KEB Hana Indonesia,https://www.crunchbase.com/organization/pt-bank-keb-hana-indonesia,,"Banking, Commercial, Financial Services","Jakarta, Jakarta Raya, Indonesia",PT Bank KEB Hana Indonesia provides commercial banking services.,"87,631",https://www.hanabank.co.id,https://www.linkedin.com/company/bank-hana,https://www.facebook.com/Hanabankid/,,For Profit,,"Financial Services, Lending and Investments, Other",1001-5000,International Finance Corporation,1,
Tarrasmart,https://www.crunchbase.com/organization/tarrasmart,,"Artificial Intelligence (AI), Information Technology, Internet, Machine Learning, Mobile Apps, Software","Jakarta Pusat, Jakarta Raya, Indonesia","Tarrasmart focused on developing AI technologies that advance the world’s economies, society and humanity for a better tomorrow.","87,970",https://tarrasmart.com,https://www.linkedin.com/company/tarrasmart,https://www.facebook.com/tarra.co.id,https://www.twitter.com/tarra_co_id,For Profit,,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Mobile, Science and Engineering, Software",101-250,"Yunnan Provincial Industrial Investment, Siong Angpeng",2,M&A
HarukaEdu,https://www.crunchbase.com/organization/harukaedu,,"Education, Internet","Jakarta, Jakarta Raya, Indonesia",PT Haruka Edukasi Utama or HarukaEdu is a company that provides a turn-key solution,"88,161",http://www.harukaedu.com/,http://www.linkedin.com/company/pt-haruka-edukasi-utama-harukaedu-,http://www.facebook.com/harukaedu/info,https://www.twitter.com/harukaedu_id,For Profit,Yes,"Education, Internet Services",101-250,"CyberAgent Capital, AppWorks, Susquehanna International Group, GDP Venture, Pearson Affordable Learning Fund (PALF)",3,Late Stage Venture
PrivyID,https://www.crunchbase.com/organization/privyid,,"Identity Management, Information Technology","Jakarta, Jakarta Raya, Indonesia","PrivyID is building an unprecedented business model by combining trusted digital ID, digital signature, and document management.","88,219",https://privy.id/,https://www.linkedin.com/company/privyid/,https://www.facebook.com/privyid,https://twitter.com/privyid,For Profit,,"Information Technology, Privacy and Security",101-250,"Endeavor Catalyst, Bossa Invest, Kohlberg Kravis Roberts, MDI Ventures, GGV Capital",6,Late Stage Venture
Printerous,https://www.crunchbase.com/organization/printerous,,"Art, E-Commerce, Printing","Jakarta, Jakarta Raya, Indonesia",Printerous is a software company that offers a platform for online digital printing.,"88,403",https://www.printerous.com/en/,https://www.linkedin.com/company/printerous,https://www.facebook.com/printerous,https://twitter.com/printerous,For Profit,,"Commerce and Shopping, Content and Publishing, Media and Entertainment",51-100,"Golden Gate Ventures, Gobi Partners, Sovereign’s Capital, BAce Capital, Endeavor Indonesia",4,Early Stage Venture
Titipku,https://www.crunchbase.com/organization/titipku,,"E-Commerce, Retail, Small and Medium Businesses","Banten, Jawa Barat, Indonesia",Titipku is an online shopping app that focuses on facilitating the needs of everyday consumers.,"89,290",https://titipku.com,https://www.linkedin.com/company/titipku,https://www.facebook.com/titipkuofficial,https://twitter.com/titipkuofficial,For Profit,,"Commerce and Shopping, Other",101-250,"Y Combinator, Goodwater Capital, Quiet Capital, Sovereign’s Capital",3,
Kopitagram,https://www.crunchbase.com/organization/kopitagram,,"Coffee, Food and Beverage","Palmerah, Jakarta Raya, Indonesia",Kopitagram operates a café franchise that serves coffee while making customers feel nice and comfortable.,"89,869",https://kopitagram.com/,https://www.linkedin.com/company/kopitagram/,,,For Profit,,Food and Beverage,101-250,OCBC Ventura,1,
Grivy,https://www.crunchbase.com/organization/grivy,,"Analytics, Artificial Intelligence (AI), Big Data, Consumer Electronics, Internet, Retail, Software","Jakarta, Jakarta Raya, Indonesia",Enabling data driven growth for brands and retailers.,"90,040",https://business.grivy.com,http://www.linkedin.com/company/grivy,https://www.facebook.com/Grivy.id,http://twitter.com/Grivy_ID,For Profit,Yes,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Electronics, Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",51-100,,5,Seed
Payable,https://www.crunchbase.com/organization/payable-46d5,,"Finance, Financial Services, Payments","Jakarta, Jakarta Raya, Indonesia",Payable is an app that allows Indonesian businesses to take online payments without having to write any code.,"90,278",https://www.payable.id/,https://www.linkedin.com/company/payableid/,,,For Profit,,"Financial Services, Payments",1-10,"Y Combinator, Eight Capital, Startup Studio Indonesia",3,Seed
Off Meat,https://www.crunchbase.com/organization/off-meat,,"Alternative Protein, Food and Beverage, Organic Food, Sustainability","Jakarta, Jakarta Raya, Indonesia",Off Meat primarily produces animal-free alternative proteins.,"90,432",https://offmeat.io/,https://www.linkedin.com/company/offfoods/,,https://twitter.com/offmeat_id,For Profit,,"Food and Beverage, Sustainability",11-50,"Alpha JWC Ventures, Global Founders Capital, Jungle Ventures, Lemonilo, Creative Gorilla Capital",2,Seed
Cavos,https://www.crunchbase.com/organization/cavos,,"Artificial Intelligence (AI), CRM, Quality Assurance","Jakarta, Jakarta Raya, Indonesia","Cavos is an AI-based quality assurance platform offering automated auditing, conversational AI, and CRM integration solutions for companies.","90,606",https://cavos.io/,https://www.linkedin.com/company/cavos-io/,,,For Profit,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Sales and Marketing, Science and Engineering, Software",1-10,Antler,1,Seed
Paper.id,https://www.crunchbase.com/organization/paper-id,,"FinTech, Mobile Apps, Payments, Software","Dki Jakarta, Jakarta Raya, Indonesia","Paper.id is a free invoicing, payment, accounting, and inventory app for SMEs.","90,872",https://www.paper.id,https://www.linkedin.com/company/paper-id,https://www.facebook.com/paperinvoice/,,For Profit,,"Apps, Financial Services, Mobile, Payments, Software",101-250,"Golden Gate Ventures, Argor Capital, SMBC Asia Rising Fund, Square Peg Capital, Modalku",4,Early Stage Venture
Fita,https://www.crunchbase.com/organization/fita-ab5f,,Health Care,"Jakarta, Jakarta Raya, Indonesia",Fita is a health application with complete features and programs to help you start a healthy life.,"91,083",https://fita.co.id/,https://www.linkedin.com/company/myfita/,,,For Profit,,Health Care,11-50,"Endeavor Indonesia, Tinc, Indico",2,Seed
KBM,https://www.crunchbase.com/organization/kbm,,"Content Creators, Digital Entertainment, Education, Mobile Apps, Social Media","Jakarta, Jakarta Raya, Indonesia","Social Media for Author & Reader. KBM help author and reader to connect, share their content creation and greet directly.","91,179",https://kbm.id/,https://www.linkedin.com/company/kbmid/,,,For Profit,,"Apps, Education, Internet Services, Media and Entertainment, Mobile, Software",11-50,Public Investors,2,Seed
Alner,https://www.crunchbase.com/organization/alner,,"Consumer Goods, E-Commerce, Retail","Jakarta, Jakarta Raya, Indonesia",A platform where you can daily essentials like soaps and foods waste-free in returnable and refillable containers.,"91,277",https://www.alner.id/,https://www.linkedin.com/company/alner/,,,For Profit,,"Commerce and Shopping, Consumer Goods",11-50,"Asian Development Bank, Ecoxyztem, Strive Community Innovation Fund, TRANSFORM",5,Seed
Qlue,https://www.crunchbase.com/organization/qlue-2,,"Analytics, Artificial Intelligence (AI), Data Visualization, Internet of Things, Software","Jakarta, Jakarta Raya, Indonesia",Qlue is a smart city ecosystem company that offers business solutions based on artificial intelligence and IoT technology.,"91,499",http://qlue.co.id,http://www.linkedin.com/company/qluesmartcity,https://www.facebook.com/pg/qluesmartcity,https://x.com/qluesmartcity,For Profit,,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Internet Services, Science and Engineering, Software",51-100,"Global Brain Corporation, MDI Ventures, Merah Putih, Endeavor Indonesia, GDP Venture",8,Early Stage Venture
AdaKerja,https://www.crunchbase.com/organization/adakerja,,"Apps, B2B, Employment, Human Resources, Internet, Recruiting, Software","Jakarta, Jakarta Raya, Indonesia",chat to get a job ; push a button to hire,"92,008",https://adakerja.com,https://www.linkedin.com/company/adakerja,https://www.facebook.com/adakerja.id,,For Profit,,"Administrative Services, Apps, Internet Services, Other, Professional Services, Software",11-50,"BEENEXT, Ashwin Tiwari",6,Seed
FUNDtastic,https://www.crunchbase.com/organization/fundtastic,,"Financial Services, FinTech, Insurance, InsurTech, Mobile Apps","Kebayoran Baru, Jakarta Raya, Indonesia","FUNDtastic is an investment platform that offers mutual fund, finance, and insurance services.","92,053",https://fundtastic.co.id,https://in.linkedin.com/company/fundtastic,https://www.facebook.com/Fundtastic/,https://twitter.com/fundtastic_id,For Profit,,"Apps, Financial Services, Mobile, Software",51-100,"Ascend Capital Group, INDIVARA GROUP",1,Early Stage Venture
Social Bread,https://www.crunchbase.com/organization/social-bread,,"Internet, Social Media, Social Media Management","Tangerangscheweg, Jakarta Raya, Indonesia",Social Bread is a social media management platform.,"92,806",https://socialbread.id,https://www.linkedin.com/company/social-bread-indonesia/,,,For Profit,,"Internet Services, Media and Entertainment, Sales and Marketing",11-50,"East Ventures, Living Lab Ventures",1,Seed
